ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,DATE
O20030714000002,MO,00-08,PART A PROVIDER - HOSPICE,1285696013,N,261600,1759292642,"CARE ALTERNATIVES OF MISSOURI, LLC",ASCEND HOSPICE,01/30/2004,MO,LLC,,P,783 NE ANDERSON LN,,LEES SUMMIT,MO,640641247,01/2025
O20030718000014,PA,00-08,PART A PROVIDER - HOSPICE,1053493957,N,391649,1355252214,"SPECIAL CARE HOSPICE, LLC",COMPASSUS - GREATER PHILADELPHIA,06/12/2003,PA,LLC,,P,500 HAWK RIDGE DR,STE 6,HAMBURG,PA,195269201,01/2025
O20030722000060,WA,00-08,PART A PROVIDER - HOSPICE,1760475255,N,501503,7810808607,HOSPICE OF SPOKANE,SPOKANE PALLIATIVE CARE,12/08/1976,WA,CORPORATION,,N,121 S ARTHUR ST,,SPOKANE,WA,992022253,01/2025
O20030723000026,CA,00-08,PART A PROVIDER - HOSPICE,1871589911,N,51646,7214848019,HOFFMANN HOSPICE OF THE VALLEY INC,HOFFMANN HOSPICE,01/01/1995,CA,CORPORATION,,N,4325 BUENA VISTA RD,BLDG A,BAKERSFIELD,CA,933118701,01/2025
O20030725000030,ND,00-08,PART A PROVIDER - HOSPICE,1538253646,N,351500,2264343003,HOSPICE OF THE RED RIVER VALLEY,,11/14/1978,ND,CORPORATION,,N,1701 38TH ST SW,STE 101,FARGO,ND,581034499,01/2025
O20030725000032,UT,00-08,PART A PROVIDER - HOSPICE,1700908274,N,461530,4981515723,AT HOME HEALTH CARE SERVICE INC,AT HOME HOSPICE,09/05/1996,UT,CORPORATION,,P,45 N 100 W,,SALINA,UT,846541116,01/2025
O20030725000037,NJ,00-08,PART A PROVIDER - HOSPICE,1861454886,N,311541,345158127,CARE ALTERNATIVES INC,ASCEND HOSPICE,01/01/2000,NJ,CORPORATION,,P,1600 SAINT GEORGES AVE,STE 312,RAHWAY,NJ,70652789,01/2025
O20030730000041,CA,00-08,PART A PROVIDER - HOSPICE,1871574251,N,51784,8820909500,"ASSURANCE HOSPICE, INC.",,06/05/2003,CA,CORPORATION,,P,444 E HUNTINGTON DR,STE 103,ARCADIA,CA,910066257,01/2025
O20030730000043,CA,00-08,PART A PROVIDER - HOSPICE,1538168950,N,51528,1557272234,THE ELIZABETH HOSPICE INC,,08/03/1978,CA,CORPORATION,,N,800 W VALLEY PKWY,,ESCONDIDO,CA,920252557,01/2025
O20030804000024,WY,00-08,PART A PROVIDER - HOSPICE,1295725976,N,531501,8123939832,CENTRAL WYOMING HOSPICE PROGRAM,CENTRAL WYOMING HOSPICE & TRANSITIONS,09/20/1980,WY,CORPORATION,,N,319S WILSON ST,,CASPER,WY,826012943,01/2025
O20030807000030,IA,00-08,PART A PROVIDER - HOSPICE,1942202452,N,161544,3971414541,"HOSPICE OF WASHINGTON COUNTY, INC.",,05/02/1988,IA,CORPORATION,,N,948 E 11TH ST,,WASHINGTON,IA,523532633,01/2025
O20030807000033,VA,00-08,PART A PROVIDER - HOSPICE,1265433718,N,491568,3779490511,"ODYSSEY HEALTHCARE OPERATING B, LP",GENTIVA,,,PARTNERSHIP,,P,808 MOOREFIELD PARK DR,,NORTH CHESTERFIELD,VA,232363683,01/2025
O20030808000025,ND,00-08,PART A PROVIDER - HOSPICE,1477631745,N,351504,9739098575,SANFORD BISMARCK,SANFORD HOME CARE,08/02/1984,ND,CORPORATION,,N,910 18TH ST NW,,MANDAN,ND,585541612,01/2025
O20030812000056,AZ,00-08,PART A PROVIDER - HOSPICE,1649254517,N,31543,7517878150,"HOSPICE OF HAVASU, INC.",,07/19/1982,AZ,CORPORATION,,N,232 LONDON BRIDGE RD,BLDG A,LAKE HAVASU CITY,AZ,864034647,01/2025
O20030812000068,MI,00-08,PART A PROVIDER - HOSPICE,1114965688,N,231591,8527977735,"SOUTHERNCARE, INC.",GENTIVA II,12/30/2002,DE,CORPORATION,,P,1911 W CENTRE AVE,STE 1,PORTAGE,MI,490245367,01/2025
O20030815000026,PA,00-08,PART A PROVIDER - HOSPICE,1629045059,N,391540,3971414442,"HOSPICE OF CRAWFORD COUNTY, INC.",,01/30/1984,PA,CORPORATION,,N,766 LIBERTY ST,,MEADVILLE,PA,163352555,01/2025
O20030820000026,AL,00-08,PART A PROVIDER - HOSPICE,1184625717,N,11605,3779490511,"ODYSSEY HEALTHCARE OPERATING B, LP",GENTIVA,,,PARTNERSHIP,,P,2800 DAUPHIN ST,STE 103,MOBILE,AL,366062400,01/2025
O20030820000038,ID,00-08,PART A PROVIDER - HOSPICE,1154470490,N,131540,7810808334,"GUARDIAN HOME CARE, INC.",ENHABIT HOSPICE OF IDAHO,07/21/1997,ID,CORPORATION,,P,435 S WHITLEY DR,,FRUITLAND,ID,836192542,01/2025
O20030822000028,UT,00-08,PART A PROVIDER - HOSPICE,1619968781,N,461531,8426969866,"HEARTS FOR HOSPICE, LLC",VALEO HOSPICE OREM,07/18/2003,UT,LLC,,P,268 E 930 S,,OREM,UT,840585000,01/2025
O20030822000030,PA,00-08,PART A PROVIDER - HOSPICE,1104898709,N,391576,244141687,"CLARION FOREST VNA, INC","CLARION FOREST VNA, HOSPICE",05/27/1986,PA,CORPORATION,,N,271 PERKINS RD,,CLARION,PA,162148535,01/2025
O20030829000033,CO,00-08,PART A PROVIDER - HOSPICE,1639280548,N,61506,8022927342,CATHOLIC HEALTH INITIATIVES COLORADO,HOME HOSPICE DENVER,01/05/1968,CO,CORPORATION,,N,9100 E MINERAL CIR,,CENTENNIAL,CO,801123401,01/2025
O20030829000035,CO,00-08,PART A PROVIDER - HOSPICE,1568573442,Y,61517,941110886,PORTERCARE ADVENTIST HEALTH SYSTEM,ADVENTHEALTH HOSPICE CARE PORTER,02/20/1930,CO,CORPORATION,,N,6061 S WILLOW DR,STE 210,GREENWOOD VILLAGE,CO,801115150,01/2025
O20030905000027,TX,00-08,PART A PROVIDER - HOSPICE,1407047111,N,451772,2062323348,C&L ESPERANZA HOME HEALTH INC,CUIDADO CASERO HOME HEALTH AND HOSPICE,10/16/1995,TX,CORPORATION,,P,833 W EULESS BLVD,,EULESS,TX,760404432,01/2025
O20030912000024,IN,00-08,PART A PROVIDER - HOSPICE,1336142785,N,151563,6204747470,FRANCISCAN HEALTH LAFAYETTE,FRANCISCAN HOSPICE CARE,09/19/1974,IN,CORPORATION,,N,1501 HARTFORD ST,STE G525,LAFAYETTE,IN,479042134,01/2025
O20030916000032,ID,00-08,PART A PROVIDER - HOSPICE,1548355811,Y,131519,8820909104,FRANKLIN COUNTY MEDICAL CENTER,,11/01/1994,ID,OTHER,GOVERNMENT,P,122 N STATE ST,,PRESTON,ID,832631143,01/2025
O20030917000028,MI,00-08,PART A PROVIDER - HOSPICE,1770774747,N,231585,4082525118,SCHOOLCRAFT MEMORIAL HOSPITAL,SCHOOLCRAFT MEMORIAL HOMECARE AND HOSPICE,01/01/1990,MI,CORPORATION,,N,7870W US HIGHWAY 2,,MANISTIQUE,MI,498548992,01/2025
O20030917000029,CA,00-08,PART A PROVIDER - HOSPICE,1477584126,N,51731,9436060563,"FINE HOME HEALTH, INC.",HOMEREACH HOSPICE,01/23/1998,CA,CORPORATION,,P,2250 OBISPO AVENUE,SUITE 101,SIGNAL HILL,CA,907554027,01/2025
O20030919000005,MI,00-08,PART A PROVIDER - HOSPICE,1942272422,N,231553,2365353422,LAKE SUPERIOR HOSPICE ASSOCIATION INC,,10/11/1979,MI,CORPORATION,,N,914 WEST BARAGA AVE,,MARQUETTE,MI,498554029,01/2025
O20030922000041,PA,00-08,PART A PROVIDER - HOSPICE,1194755595,N,391616,6800707902,CARING HOSPICE SERVICES LLC,,08/29/1996,PA,LLC,,P,400 COMMERCE DRIVE,SUITE C,FORT WASHINGTON,PA,190342617,01/2025
O20030925000029,MI,00-08,PART A PROVIDER - HOSPICE,1740283787,N,231508,1850202813,HOSPICE OF MUSKEGON COUNTY INC,HARBOR HOSPICE,03/16/1982,MI,CORPORATION,,N,1050 W WESTERN AVE,SUITE 400,MUSKEGON,MI,494411666,01/2025
O20030926000009,NY,00-08,PART A PROVIDER - HOSPICE,1750442513,N,331531,2062323041,"HIGH PEAKS HOSPICE AND PALLIATIVE CARE, INC.",,05/19/1988,NY,CORPORATION,,N,309 COUNTY ROUTE 47,STE 7,SARANAC LAKE,NY,129835405,01/2025
O20030930000021,MA,00-08,PART A PROVIDER - HOSPICE,1801990452,N,221536,5193637189,"SOUTHCOAST VISITING NURSE ASSOCIATION, INC",,12/01/2011,MA,CORPORATION,,N,200 MILL RD,STE 120,FAIRHAVEN,MA,27195252,01/2025
O20031003000028,MS,00-08,PART A PROVIDER - HOSPICE,1811900467,N,251585,5799697728,"HOSPICE CARE OF MISSISSIPPI, LLC",ENHABIT HOSPICE,07/14/2003,MS,LLC,,P,135 MAYFAIR RD,STE C,HATTIESBURG,MS,394021464,01/2025
O20031003000031,MO,00-08,PART A PROVIDER - HOSPICE,1033238233,N,261598,7416869441,"LEGACY HOSPICE, LLC",,11/12/2019,MO,LLC,,P,607 BILLINGTON ST,,KENNETT,MO,638573215,01/2025
O20031006000001,AL,00-08,PART A PROVIDER - HOSPICE,1366407520,N,11607,9133038243,COMFORT CARE HOSPICE LLC,AVEANNA HOSPICE OF PELHAM,09/29/1999,AL,LLC,,P,245 CAHABA VALLEY PKWY,STE 110,PELHAM,AL,351242217,01/2025
O20031009000038,TX,00-08,PART A PROVIDER - HOSPICE,1780627158,N,671565,6103736467,"FOUNDATION CAREPLUS GROUP, INC",OASIS HOSPICE,07/05/2001,TX,CORPORATION,,P,12051 SLEEPY HOLLOW RD,,CONROE,TX,773856193,01/2025
O20031014000014,WI,00-08,PART A PROVIDER - HOSPICE,1356316160,N,521537,5698687531,PROHEALTH HOME CARE INC,PROHEALTH HOME HOSPICE,06/25/2003,WI,CORPORATION,,N,N17W24100 RIVERWOOD DR,STE 200,WAUKESHA,WI,531881187,01/2025
O20031020000021,UT,00-08,PART A PROVIDER - HOSPICE,1225227390,N,461534,648188680,APPLEGATE HOMECARE & HOSPICE LLC,APPLEGATE HOSPICE,09/06/2001,UT,LLC,,P,292 S 1470 E,STE 101,ST GEORGE,UT,847901764,01/2025
O20031021000026,CA,00-08,PART A PROVIDER - HOSPICE,1205946555,N,51547,6608788435,"EAST BAY INTEGRATED CARE, INC.",HOSPICE OF THE EAST BAY,11/08/1978,CA,CORPORATION,,N,3470 BUSKIRK AVE,,PLEASANT HILL,CA,945234316,01/2025
O20031022000028,CA,00-08,PART A PROVIDER - HOSPICE,1053312033,N,51593,4385551035,ODYSSEY HEALTHCARE OPERATING A LP,GENTIVA,03/11/1998,DE,PARTNERSHIP,,P,735 CARNEGIE DR,STE 240,SAN BERNARDINO,CA,924083574,01/2025
O20031023000013,MO,00-08,PART A PROVIDER - HOSPICE,1609885136,N,261596,3173435930,GRACE HOSPICE LLC,ELARA CARING,07/07/2003,MO,LLC,,P,4200 LITTLE BLUE PKWY,STE 530,INDEPENDENCE,MO,640578312,01/2025
O20031023000030,WI,00-08,PART A PROVIDER - HOSPICE,1053314252,N,521502,8921910688,"HOSPICE ALLIANCE, INC.",,09/25/1981,WI,CORPORATION,,N,10220 PRAIRIE RIDGE BLVD,,PLEASANT PRAIRIE,WI,531581946,01/2025
O20031023000036,CA,00-08,PART A PROVIDER - HOSPICE,1679570386,N,51771,9537071204,"SILVERADO HOSPICE, INC.",SILVERADO HOSPICE- ORANGE COUNTY,08/29/2003,DE,CORPORATION,,P,6400 OAK CYN,STE 200,IRVINE,CA,926185233,01/2025
O20031103000624,IA,00-08,PART A PROVIDER - HOSPICE,1396731535,N,161505,6103738687,IOWA RIVER HOSPICE INC,,01/28/1983,IA,CORPORATION,,N,502 PLAZA HEIGHTS RD,,MARSHALLTOWN,IA,501584544,01/2025
O20031104000025,OH,00-08,PART A PROVIDER - HOSPICE,1598738718,N,361554,9335051853,CLEVELAND CLINIC HOME CARE SERVICES,CLEVELAND CLINIC HOSPICE,09/23/1992,OH,CORPORATION,,N,6801 BRECKSVILLE RD,STE 10,INDEPENDENCE,OH,441315057,01/2025
O20031104000223,KS,00-08,PART A PROVIDER - HOSPICE,1295761468,N,171554,244142602,PROGRESSIVE HOME HEALTH CARE INC,PROGRESSIVE HOME HEALTH & HOSPICE,11/27/1995,KS,CORPORATION,,P,3500 N ROCK RD,BLDG 400,WICHITA,KS,672261331,01/2025
O20031110000005,MA,00-08,PART A PROVIDER - HOSPICE,1053379388,N,221566,9537072202,"CARE ALTERNATIVES OF MASSACHUSETTS, LLC",ASCEND HOSPICE,,,LLC,,P,352 BELMONT ST,,WORCESTER,MA,16041008,01/2025
O20031114000358,MD,00-08,PART A PROVIDER - HOSPICE,1316909203,N,211503,4284548249,MONTGOMERY HOSPICE INC,MONTGOMERY HOSPICE AND PRINCE GEORGE'S HOSPICE,09/02/1979,MD,CORPORATION,,N,1355 PICCARD DR,STE 100,ROCKVILLE,MD,208504317,01/2025
O20031117000183,NY,00-08,PART A PROVIDER - HOSPICE,1164426433,N,331515,1153235932,"HOSPICE OF JEFFERSON COUNTY, INC",HOSPICE OF JEFFERSON COUNTY/PALLIATIVE CARE OF JEFFERSON COUNTY,05/07/1986,NY,CORPORATION,,N,1398 GOTHAM ST,,WATERTOWN,NY,136019704,01/2025
O20031119000859,AR,00-08,PART A PROVIDER - HOSPICE,1689657470,N,41564,648174946,"ARKANSAS HOSPICE, INC.",ARKANSAS HOSPICE,01/17/1992,AR,CORPORATION,,N,14 PARKSTONE CIR,,NORTH LITTLE ROCK,AR,721167086,01/2025
O20031124000356,MD,00-08,PART A PROVIDER - HOSPICE,1003813718,N,211507A,9436053162,SEASONS HOSPICE & PALLIATIVE CARE OF MARYLAND LLC,ACCENTCARE HOSPICE & PALLIATIVE CARE OF MARYLAND,01/17/2003,MD,LLC,,P,5457 TWIN KNOLLS RD,STE 100,COLUMBIA,MD,210453263,01/2025
O20031124000770,CA,00-08,PART A PROVIDER - HOSPICE,1538218078,N,921757,7517861230,QUALITY HOSPICE CARE INCORPORATION,,06/18/2003,CA,CORPORATION,,P,18856 AMAR RD,STE 9,WALNUT,CA,917897102,01/2025
O20031124000778,WA,00-08,PART A PROVIDER - HOSPICE,1255418430,N,501519,3678477395,HEARTLINKS,,04/24/1978,WA,CORPORATION,,N,204 W 2ND ST,,GRANDVIEW,WA,989301361,01/2025
O20031125000145,MO,00-08,PART A PROVIDER - HOSPICE,1487616371,N,261500,4385552660,COMMUNITY HOSPICES OF AMERICA LLC,HOSPICE COMPASSUS - SOUTHWEST MISSOURI,01/17/2003,MO,LLC,,P,1341 W BATTLEFIELD ST,STE 120,SPRINGFIELD,MO,658074101,01/2025
O20031125000172,WV,00-08,PART A PROVIDER - HOSPICE,1093810822,N,511505,4385552660,COMMUNITY HOSPICES OF AMERICA LLC,HOSPICE COMPASSUS - SOUTHERN WEST VIRGINIA,01/17/2003,DE,LLC,,P,1330 MERCER STREET,,PRINCETON,WV,247403066,01/2025
O20031126000634,NY,00-08,PART A PROVIDER - HOSPICE,1013921675,N,331506,9335050012,GENESEE REGION HOME CARE ASSOCIATION INC.,ROCHESTER REGIONAL HEALTH HOSPICE CARE,07/21/1960,NY,CORPORATION,,N,330 MONROE AVE,,ROCHESTER,NY,14607,01/2025
O20031201000730,WA,00-08,PART A PROVIDER - HOSPICE,1174693139,N,501505,42115230,SKAGIT HOSPICE SERVICES L L C,HOSPICE OF THE NORTHWEST,01/01/2004,WA,LLC,,P,227 FREEWAY DR,STE A,MOUNT VERNON,WA,982732887,01/2025
O20031205000414,NJ,00-08,PART A PROVIDER - HOSPICE,1477589638,N,311554,2860397429,CARING HOSPICE OF CENTRAL JERSEY LLC,,06/19/2001,NJ,LLC,,P,1090 KING GEORGES POST ROAD,SUITE 703,EDISON,NJ,88373722,01/2025
O20031208000684,KS,00-08,PART A PROVIDER - HOSPICE,1023017605,N,171544,7810807690,RURAL HEALTH RESOURCES OF JACKSON CO INC,,,,CORPORATION,,N,1100 COLUMBINE DR,,HOLTON,KS,664368824,01/2025
O20031208000890,UT,00-08,PART A PROVIDER - HOSPICE,1366496846,N,461536,8123924545,"SUPERIOR HOME CARE, INC",SUPERIOR HOME CARE & HOSPICE,10/22/1996,UT,CORPORATION,,P,184 E 5900 S,,MURRAY,UT,841077230,01/2025
O20031209000217,VA,00-08,PART A PROVIDER - HOSPICE,1154482313,N,491543,6608770151,SENTARA ENTERPRISES,SENTARA HOME CARE SERVICES,10/26/1982,VA,CORPORATION,,N,11844 ROCK LANDING DR,STE C,NEWPORT NEWS,VA,236064202,01/2025
O20031211000150,OH,00-08,PART A PROVIDER - HOSPICE,1104864198,N,361617,8527977735,"SOUTHERNCARE, INC.",SOUTHERNCARE YOUNGSTOWN,12/30/2002,DE,CORPORATION,,P,970 WINDHAM CT,STE 9,YOUNGSTOWN,OH,445125082,01/2025
O20031211000537,MI,00-08,PART A PROVIDER - HOSPICE,1114014305,N,231562,8426969072,"THI OF MICHIGAN AT DETROIT, LLC",HOSPICE COMPASSUS-DETROIT,05/19/2003,DE,LLC,,P,30665 NORTHWESTERN HWY,STE 150,FARMINGTON HILLS,MI,483343146,01/2025
O20031217000481,TN,00-08,PART A PROVIDER - HOSPICE,1992754436,N,441511,3274430202,HOSPICE OF CUMBERLAND COUNTY INC,,10/27/1987,TN,CORPORATION,,N,30 EAST ADAMS STREET,,CROSSVILLE,TN,385554802,01/2025
O20031217000964,LA,00-08,PART A PROVIDER - HOSPICE,1750433025,N,191563,5193622017,SERENITY HOSPICE SERVICES LLC,,10/21/2003,LA,LLC,,P,3445 N CAUSEWAY BLVD,STE 901,METAIRIE,LA,700023768,01/2025
O20031220000057,IN,00-08,PART A PROVIDER - HOSPICE,1952319113,N,151586,5597663104,"VISTACARE USA, LLC",GENTIVA I,04/17/1998,DE,LLC,,P,37 S PARK BLVD,,GREENWOOD,IN,461438838,01/2025
O20031223000088,NY,00-08,PART A PROVIDER - HOSPICE,1285638775,N,331513,2264330661,CAREFIRST NY INC,CAREFIRST,02/23/1982,NY,CORPORATION,,N,3805 MEADS CREEK RD,,PAINTED POST,NY,148709509,01/2025
O20031223000568,CA,00-08,PART A PROVIDER - HOSPICE,1326232810,N,551518,1456259746,ACTIVE HOSPICE CARE INC.,,09/26/2003,CA,CORPORATION,,P,704 S VICTORY BLVD,100,BURBANK,CA,915022471,01/2025
O20031226000170,PA,00-08,PART A PROVIDER - HOSPICE,1700826211,N,391657,8527977735,"SOUTHERNCARE, INC.",GENTIVA II,12/30/2002,DE,CORPORATION,,P,1701 12TH AVE,STE D,ALTOONA,PA,166013100,01/2025
O20031229000785,UT,00-08,PART A PROVIDER - HOSPICE,1316996457,N,461500,9234036674,COMMUNITY NURSING SERVICE,CNS COMMUNITY HOSPICE,12/29/1994,UT,CORPORATION,,N,601 N MAIN ST,,TOOELE,UT,840741609,01/2025
O20040102000168,LA,00-08,PART A PROVIDER - HOSPICE,1821002122,N,191565,5799684445,"PATIENT'S CHOICE HOSPICE AND PALLIATIVE CARE OF LOUISIANA, LLC",LOUISIANA HOSPICE AND PALLIATIVE CARE,09/28/2001,LA,LLC,,P,1101 HUDSON LANE,SUITE D,MONROE,LA,712016049,01/2025
O20040102000741,TN,00-08,PART A PROVIDER - HOSPICE,1104816966,N,441514,3678481975,JACKSON MADISON COUNTY GENERAL HOSPITAL,HOSPICE OF WEST TENNESSEE,10/24/1998,TN,OTHER,GOVERNMENTAL ENTITY,N,1804 HIGHWAY 45 BYPASS,SUITE 100,JACKSON,TN,383054436,01/2025
O20040105000091,CO,00-08,PART A PROVIDER - HOSPICE,1730295593,N,61552,8729987219,LINCOLN COMMUNITY HOSPITAL,LINCOLN HEALTH HOSPICE,,,OTHER,COUNTY OWNED,N,111 6TH ST,,HUGO,CO,808212002,01/2025
O20040107001028,WA,00-08,PART A PROVIDER - HOSPICE,1508978388,N,501516,4880504596,CENTRAL WASHINGTON HEALTH SERVICES ASSOCIATION,CENTRAL WASHINGTON HOSPICE,,,CORPORATION,,N,731 N CHELAN AVE,,WENATCHEE,WA,988012026,01/2025
O20040109000645,CA,00-08,PART A PROVIDER - HOSPICE,1881680569,N,51574,8921908831,UHS-CORONA INC.,SOUTHERN CALIFORNIA HOME HEALTH AND HOSPICE,11/18/1981,DE,CORPORATION,,P,730 MAGNOLIA AVENUE,SOUTHERN CALIFORNIA HOME HEALTH AND HOSPICE,CORONA,CA,928793117,01/2025
O20040112000435,PA,00-08,PART A PROVIDER - HOSPICE,1699707695,N,391511A,7517867815,VISITING NURSE ASSOCIATION OF INDIANA COUNTY,VNA FAMILY HOSPICE,03/30/1967,PA,CORPORATION,,N,850 HOSPITAL RD,STE 3000,INDIANA,PA,157013665,01/2025
O20040112000465,VA,00-08,PART A PROVIDER - HOSPICE,1356410088,N,491570,3173423480,"BUCHANAN COUNTY HOSPICE, INC",SPECIAL CARE HOSPICE INC,12/03/2003,VA,CORPORATION,,P,18334 RIVERSIDE DR,,GRUNDY,VA,246147182,01/2025
O20040113000609,NY,00-08,PART A PROVIDER - HOSPICE,1548264088,N,331544,1759281843,GOOD SHEPHERD HOSPICE,,01/30/1989,NY,CORPORATION,,N,110 BI COUNTY BLVD,SUITE 114,FARMINGDALE,NY,117353923,01/2025
O20040114000639,CA,00-08,PART A PROVIDER - HOSPICE,1316168016,N,551529,4183525082,"CARECHOICES HOSPICE AND PALLIATIVE SERVICES, LLC",,12/29/2021,CA,CORPORATION,,P,20 CORPORATE PARK,STE 300,IRVINE,CA,926065189,01/2025
O20040116000598,MN,00-08,PART A PROVIDER - HOSPICE,1275551996,N,241542,9830003516,UNITY FAMILY HEALTHCARE,CHI HEALTH AT HOME,09/06/1984,MN,CORPORATION,,N,815 2ND ST SE,,LITTLE FALLS,MN,563453505,01/2025
O20040121001206,CA,00-08,PART A PROVIDER - HOSPICE,1245264134,N,51503,1052228673,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,SUTTER CARE AT HOME,05/13/1908,CA,CORPORATION,,N,2800 LEAVENWORTH ST,STE 350B,SAN FRANCISCO,CA,941331121,01/2025
O20040122000534,MO,00-08,PART A PROVIDER - HOSPICE,1740376219,N,261564,5597667352,HOWARD COUNTY HOME HEALTH AND HOSPICE,HOMETOWN HOMECARE,02/22/1984,MO,CORPORATION,,N,101 FURR ST,,FAYETTE,MO,652481069,01/2025
O20040123000072,MA,00-08,PART A PROVIDER - HOSPICE,1841271087,N,221559,9032011747,BROAD REACH HOSPICE & PALLIATIVE CARE LLC,,01/01/2004,MA,LLC,,P,1455 MAIN ST,,CHATHAM,MA,26332083,01/2025
O20040126000827,UT,00-08,PART A PROVIDER - HOSPICE,1831196328,N,461535,1254233521,LEGACY HEALTH CARE INC,ATLAS HOSPICE,12/22/2003,UT,CORPORATION,,P,880 HERITAGE PARK BLVD,STE 200,LAYTON,UT,840415680,01/2025
O20040128000929,TN,00-08,PART A PROVIDER - HOSPICE,1790788040,Y,441584,3577466531,"CARIS HEALTHCARE, LP",CARIS HEALTHCARE,08/07/2003,TN,PARTNERSHIP,,P,242 HERITAGE PARK DRIVE,SUITE 101,MURFREESBORO,TN,371291551,01/2025
O20040129000846,MO,00-08,PART A PROVIDER - HOSPICE,1295717569,N,261587,8426962556,MERCY HOSPITAL SOUTH,MERCY HOSPICE SOUTH ?DE GREEFF HOSPICE HOUSE,07/23/1971,MO,CORPORATION,,N,9735 LANDMARK PARKWAY DR,STE 201,SAINT LOUIS,MO,631271616,01/2025
O20040203000205,PA,00-08,PART A PROVIDER - HOSPICE,1417917097,N,391550A,9931012580,SPIRITRUST LUTHERAN HOME CARE & HOSPICE,,10/01/1992,PA,CORPORATION,,N,2700 LUTHER DR,,CHAMBERSBURG,PA,172028131,01/2025
O20040205000896,OK,00-08,PART A PROVIDER - HOSPICE,1851493944,N,371538,1850208414,GOOD SHEPHERD HOSPICE INC,GOOD SHEPHERD HOSPICE,07/07/1999,OK,CORPORATION,,P,4350 WILL ROGERS PKWY,STE 400,OKLAHOMA CITY,OK,731081840,01/2025
O20040211001155,CA,00-08,PART A PROVIDER - HOSPICE,1841410164,N,551534,9537071204,"SILVERADO HOSPICE, INC.",SILVERADO HOSPICE- LOS ANGELES,08/29/2003,DE,CORPORATION,,P,15821 VENTURA BLVD,STE 515,ENCINO,CA,914362937,01/2025
O20040216000832,FL,00-08,PART A PROVIDER - HOSPICE,1003872276,N,101528,5597650994,AVOW HOSPICE INC,HOSPICE OF NAPLES INC,04/05/1982,FL,CORPORATION,,N,1095 WHIPPOORWILL LN,,NAPLES,FL,341053847,01/2025
O20040217000662,CA,00-08,PART A PROVIDER - HOSPICE,1902907041,N,51601,1052206240,"HOPE HOSPICE, INC",,02/01/1979,CA,CORPORATION,,N,6801 KOLL CENTER PKWY,STE 140,PLEASANTON,CA,945667076,01/2025
O20040219000675,CA,00-08,PART A PROVIDER - HOSPICE,1558405134,N,51779,8224923081,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,VITAS HEALTHCARE CORP,11/28/1994,DE,CORPORATION,,P,2710 GATEWAY OAKS DRIVE,SUITE 100 SOUTH,SACRAMENTO,CA,95833,01/2025
O20040220000286,AR,00-08,PART A PROVIDER - HOSPICE,1548324189,N,41574,5698660348,CARING HANDS HOSPICE,,12/12/2003,AR,CORPORATION,,P,2000 HARRISON ST,STE E,BATESVILLE,AR,725017444,01/2025
O20040224001156,PA,00-08,PART A PROVIDER - HOSPICE,1881629228,N,391583A,1052228780,MAIN LINE HEALTH HOMECARE AND HOSPICE,MAIN LINE HEALTH HOMECARE & HOSPICE-HOSPICE,02/28/1984,PA,CORPORATION,,N,240 N RADNOR CHESTER RD,STE 100,RADNOR,PA,190872121,01/2025
O20040225000039,VT,00-08,PART A PROVIDER - HOSPICE,1245381144,N,471504,1254227424,"ORLEANS-ESSEX VNA & HOSPICE, INC.",,04/26/1974,VT,CORPORATION,,N,46  LAKEMONT                      RD,,NEWPORT,VT,58559690,01/2025
O20040302000499,TN,00-08,PART A PROVIDER - HOSPICE,1609879956,Y,441586,3577466531,"CARIS HEALTHCARE, LP",CARIS HEALTHCARE,08/07/2003,TN,PARTNERSHIP,,P,2525 PERIMETER PLACE DR,STE 129,NASHVILLE,TN,372143691,01/2025
O20040302001370,TN,00-08,PART A PROVIDER - HOSPICE,1982656922,N,441594,3577466531,"CARIS HEALTHCARE, LP",CARIS HEALTHCARE SPRINGFIELD,08/07/2003,TN,PARTNERSHIP,,P,2308 A MEMORIAL BLVD,,SPRINGFIELD,TN,371723929,01/2025
O20040303000030,PA,00-08,PART A PROVIDER - HOSPICE,1063498541,N,391656,4284529009,HOSPICE OF THE SACRED HEART,,08/18/2003,PA,CORPORATION,,N,30 ED PREATE DR,STE 108,MOOSIC,PA,185071755,01/2025
O20040303000980,IA,00-08,PART A PROVIDER - HOSPICE,1083663397,N,161521,4284544255,PALMER LUTHERAN HEALTH CENTER INC,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS - HOSPICE,04/26/1989,IA,CORPORATION,,N,200 JEFFERSON ST,,WEST UNION,IA,521751024,01/2025
